node_id,vehicle_serial,date,time,POI,service,interval
2050,PA33K,2017-09-5,2017-09-5T14:25:03.000Z,Museum,D1,13.0
2050,PA33K,2017-09-5,2017-09-5T14:25:04.000Z,Computer Centre,D1,3.55
2052,PC4032B,2017-09-5,2017-09-5T14:25:12.000Z,PGP Hse No. 12,A2,16.78
2063,PC4068Z,2017-09-5,2017-09-5T14:25:13.000Z,Kent Ridge MRT,D2,6.0
2054,PC3989Y,2017-09-5,2017-09-5T14:25:17.000Z,PGPR,D2,7.0
2031,PC3785T,2017-09-5,2017-09-5T14:25:31.000Z,S17,A2,13.98
2050,PA33K,2017-09-5,2017-09-5T14:25:39.000Z,Central Library,D1,9.68
2028,PA9442D,2017-09-5,2017-09-5T14:25:52.000Z,LT29,C,15.0
2052,PC4032B,2017-09-5,2017-09-5T14:26:11.000Z,Opp HSSML,A2,16.6
2038,PC3940L,2017-09-5,2017-09-5T14:26:20.000Z,UHall,A1,11.65
2054,PC3989Y,2017-09-5,2017-09-5T14:26:23.000Z,Opp Kent Ridge MRT,D2,8.0
2031,PC3785T,2017-09-5,2017-09-5T14:26:25.000Z,Opp Kent Ridge MRT,A2,13.37
2050,PA33K,2017-09-5,2017-09-5T14:26:34.000Z,Ventus (Opp LT13),D1,6.8
2038,PC3940L,2017-09-5,2017-09-5T14:26:55.000Z,Opp University Health Centre,A1,11.0
2052,PC4032B,2017-09-5,2017-09-5T14:26:57.000Z,COM 2 (CP13),A2,14.7
2028,PA9442D,2017-09-5,2017-09-5T14:27:09.000Z,Opp UHall,C,14.52
2050,PA33K,2017-09-5,2017-09-5T14:27:22.000Z,LT13,D1,5.0
2052,PC4032B,2017-09-5,2017-09-5T14:27:29.000Z,Opp NUSS,A2,1.0
2032,PC3876P,2017-09-5,2017-09-5T14:27:30.000Z,YIH,B1,0.0
2038,PC3940L,2017-09-5,2017-09-5T14:27:31.000Z,YIH,A1,11.0
2067,PA9772B,2017-09-5,2017-09-5T14:27:35.000Z,BIZ2,A1,7.25
2032,PC3876P,2017-09-5,2017-09-5T14:27:37.000Z,Opp YIH,B1,0.6
2028,PA9442D,2017-09-5,2017-09-5T14:27:45.000Z,UHall,C,13.98
2032,PC3876P,2017-09-5,2017-09-5T14:27:47.000Z,YIH,B1,14.0
2028,PA9442D,2017-09-5,2017-09-5T14:27:58.000Z,University Health Centre,C,12.83
2050,PA33K,2017-09-5,2017-09-5T14:28:07.000Z,AS7,D1,1.82
2031,PC3785T,2017-09-5,2017-09-5T14:28:13.000Z,PGPR,A2,16.43
2032,PC3876P,2017-09-5,2017-09-5T14:28:22.000Z,Opp YIH,B1,13.25
2054,PC3989Y,2017-09-5,2017-09-5T14:28:23.000Z,S17,D2,9.0
2028,PA9442D,2017-09-5,2017-09-5T14:28:29.000Z,Opp University Health Centre,C,12.0
2063,PC4068Z,2017-09-5,2017-09-5T14:28:41.000Z,Car Park 11 (BIZ),D2,18.0
2052,PC4032B,2017-09-5,2017-09-5T14:28:45.000Z,Computer Centre,A2,4.22
2038,PC3940L,2017-09-5,2017-09-5T14:28:47.000Z,Central Library,A1,11.55
2054,PC3989Y,2017-09-5,2017-09-5T14:28:49.000Z,LT29,D2,8.0
2050,PA33K,2017-09-5,2017-09-5T14:28:50.000Z,Opp NUSS,D1,1.0
2032,PC3876P,2017-09-5,2017-09-5T14:28:55.000Z,Computer Centre,B1,11.98
2067,PA9772B,2017-09-5,2017-09-5T14:28:58.000Z,PGP Hse No. 7,A1,13.78
2050,PA33K,2017-09-5,2017-09-5T14:29:11.000Z,Computer Centre,D1,2.83
2050,PA33K,2017-09-5,2017-09-5T14:29:15.000Z,COM 2 (CP13),D1,8.15
2067,PA9772B,2017-09-5,2017-09-5T14:29:17.000Z,Prince George's Park Terminal,A1,5.0
2028,PA9442D,2017-09-5,2017-09-5T14:29:27.000Z,Opp YIH,C,9.0
2032,PC3876P,2017-09-5,2017-09-5T14:29:28.000Z,Central Library,B1,11.0
2028,PA9442D,2017-09-5,2017-09-5T14:29:31.000Z,Museum,C,9.7
2052,PC4032B,2017-09-5,2017-09-5T14:29:48.000Z,Opp NUSS,A2,14.0
2028,PA9442D,2017-09-5,2017-09-5T14:29:49.000Z,Raffles Hall,C,9.0
2023,PC3983M,2017-09-5,2017-09-5T14:29:55.000Z,Museum,BTC2,15.0
2054,PC3989Y,2017-09-5,2017-09-5T14:30:01.000Z,Opp UHall,D2,8.33
2050,PA33K,2017-09-5,2017-09-5T14:30:11.000Z,Opp NUSS,D1,0.0
2023,PC3983M,2017-09-5,2017-09-5T14:30:16.000Z,EA,BTC2,2.0
2027,PC3972U,2017-09-5,2017-09-5T14:30:30.000Z,Opp HSSML,D1,8.0
2028,PA9442D,2017-09-5,2017-09-5T14:30:31.000Z,EA,C,17.8
2050,PA33K,2017-09-5,2017-09-5T14:30:38.000Z,AS7,D1,0.0
2038,PC3940L,2017-09-5,2017-09-5T14:30:40.000Z,LT13,A1,12.0
2054,PC3989Y,2017-09-5,2017-09-5T14:30:45.000Z,UHall,D2,7.82
2032,PC3876P,2017-09-5,2017-09-5T14:30:51.000Z,LT13,B1,18.0
2054,PC3989Y,2017-09-5,2017-09-5T14:30:59.000Z,University Health Centre,D2,6.0
2052,PC4032B,2017-09-5,2017-09-5T14:31:10.000Z,Ventus (Opp LT13),A2,15.83
2038,PC3940L,2017-09-5,2017-09-5T14:31:20.000Z,AS7,A1,1.0
2054,PC3989Y,2017-09-5,2017-09-5T14:31:20.000Z,Opp University Health Centre,D2,1.0
2032,PC3876P,2017-09-5,2017-09-5T14:31:27.000Z,AS7,B1,17.0
2027,PC3972U,2017-09-5,2017-09-5T14:31:28.000Z,AS7,D1,1.78
2028,PA9442D,2017-09-5,2017-09-5T14:31:47.000Z,Kent Ridge Bus Terminal,C,4.48
2033,PC3925G,2017-09-5,2017-09-5T14:31:55.000Z,Kent Ridge MRT,A1,6.67
2027,PC3972U,2017-09-5,2017-09-5T14:32:04.000Z,Computer Centre,D1,4.0
2050,PA33K,2017-09-5,2017-09-5T14:32:06.000Z,BIZ2,D1,17.0
2038,PC3940L,2017-09-5,2017-09-5T14:32:29.000Z,COM 2 (CP13),A1,11.0
2054,PC3989Y,2017-09-5,2017-09-5T14:32:34.000Z,Museum,D2,2.0
2023,PC3983M,2017-09-5,2017-09-5T14:32:46.000Z,EA,BTC2,14.0
2027,PC3972U,2017-09-5,2017-09-5T14:32:59.000Z,Opp NUSS,D1,8.0
2077,PC4051X,2017-09-5,2017-09-5T14:32:59.000Z,Kent Ridge Bus Terminal,BTC1,30.28
2052,PC4032B,2017-09-5,2017-09-5T14:33:01.000Z,Computer Centre,A2,12.0
2032,PC3876P,2017-09-5,2017-09-5T14:33:03.000Z,BIZ2,B1,17.97
2027,PC3972U,2017-09-5,2017-09-5T14:33:26.000Z,AS7,D1,8.43
2079,PC3849T,2017-09-5,2017-09-5T14:33:41.000Z,Prince George's Park Terminal,D2,8.97
2054,PC3989Y,2017-09-5,2017-09-5T14:33:49.000Z,University Town,D2,6.0
2027,PC3972U,2017-09-5,2017-09-5T14:33:50.000Z,LT13,D1,10.98
2038,PC3940L,2017-09-5,2017-09-5T14:33:57.000Z,AS7,A1,10.0
2079,PC3849T,2017-09-5,2017-09-5T14:34:06.000Z,PGPR,D2,8.88
2052,PC4032B,2017-09-5,2017-09-5T14:34:07.000Z,Museum,A2,15.75
2052,PC4032B,2017-09-5,2017-09-5T14:34:08.000Z,Opp YIH,A2,14.82
2027,PC3972U,2017-09-5,2017-09-5T14:34:09.000Z,Ventus (Opp LT13),D1,8.0
2023,PC3983M,2017-09-5,2017-09-5T14:34:15.000Z,Kent Ridge Bus Terminal,BTC2,16.0
2079,PC3849T,2017-09-5,2017-09-5T14:34:35.000Z,Kent Ridge MRT,D2,1.0
2077,PC4051X,2017-09-5,2017-09-5T14:34:53.000Z,Kent Vale,BTC1,30.0
2038,PC3940L,2017-09-5,2017-09-5T14:35:10.000Z,BIZ2,A1,13.32
2079,PC3849T,2017-09-5,2017-09-5T14:35:13.000Z,Opp Kent Ridge MRT,D2,6.0
2033,PC3925G,2017-09-5,2017-09-5T14:35:59.000Z,LT29,A1,9.0
2027,PC3972U,2017-09-5,2017-09-5T14:36:14.000Z,Central Library,D1,7.67
2079,PC3849T,2017-09-5,2017-09-5T14:36:17.000Z,Kent Ridge MRT,D2,3.83
2027,PC3972U,2017-09-5,2017-09-5T14:36:31.000Z,Computer Centre,D1,5.0
2054,PC3989Y,2017-09-5,2017-09-5T14:36:44.000Z,Museum,D2,5.0
2038,PC3940L,2017-09-5,2017-09-5T14:36:54.000Z,Prince George's Park Terminal,A1,7.95
2074,PC3880B,2017-09-5,2017-09-5T14:37:00.000Z,Kent Ridge Bus Terminal,C,8.0
2052,PC4032B,2017-09-5,2017-09-5T14:37:14.000Z,University Health Centre,A2,15.98
2027,PC3972U,2017-09-5,2017-09-5T14:37:24.000Z,Opp YIH,D1,0.97
2054,PC3989Y,2017-09-5,2017-09-5T14:37:36.000Z,Opp University Health Centre,D2,2.85
2074,PC3880B,2017-09-5,2017-09-5T14:37:50.000Z,Computer Centre,C,9.43
2054,PC3989Y,2017-09-5,2017-09-5T14:37:56.000Z,University Health Centre,D2,1.65
2079,PC3849T,2017-09-5,2017-09-5T14:37:56.000Z,S17,D2,2.0
2027,PC3972U,2017-09-5,2017-09-5T14:38:02.000Z,YIH,D1,1.0
2033,PC3925G,2017-09-5,2017-09-5T14:38:11.000Z,UHall,A1,10.0
2052,PC4032B,2017-09-5,2017-09-5T14:38:20.000Z,Opp UHall,A2,16.18
2027,PC3972U,2017-09-5,2017-09-5T14:38:26.000Z,Museum,D1,0.0
2079,PC3849T,2017-09-5,2017-09-5T14:38:27.000Z,LT29,D2,0.0
2078,PC3906L,2017-09-5,2017-09-5T14:38:34.000Z,Botanic Gardens MRT,BTC2,26.77
2054,PC3989Y,2017-09-5,2017-09-5T14:38:47.000Z,UHall,D2,7.7
2074,PC3880B,2017-09-5,2017-09-5T14:38:48.000Z,Opp YIH,C,7.98
2033,PC3925G,2017-09-5,2017-09-5T14:38:55.000Z,Opp University Health Centre,A1,9.67
2054,PC3989Y,2017-09-5,2017-09-5T14:39:04.000Z,Opp UHall,D2,8.0
2027,PC3972U,2017-09-5,2017-09-5T14:39:23.000Z,Opp YIH,D1,2.92
2027,PC3972U,2017-09-5,2017-09-5T14:39:26.000Z,YIH,D1,2.73
2074,PC3880B,2017-09-5,2017-09-5T14:39:30.000Z,Museum,C,0.0
2027,PC3972U,2017-09-5,2017-09-5T14:39:31.000Z,University Town,D1,8.88
2077,PC4051X,2017-09-5,2017-09-5T14:39:34.000Z,Museum,BTC1,0.88
2027,PC3972U,2017-09-5,2017-09-5T14:39:43.000Z,Museum,D1,2.0
2033,PC3925G,2017-09-5,2017-09-5T14:39:43.000Z,YIH,A1,9.67
2074,PC3880B,2017-09-5,2017-09-5T14:39:43.000Z,Raffles Hall,C,8.98
2074,PC3880B,2017-09-5,2017-09-5T14:39:51.000Z,Museum,C,8.0
2054,PC3989Y,2017-09-5,2017-09-5T14:39:52.000Z,LT29,D2,6.62
2052,PC4032B,2017-09-5,2017-09-5T14:39:54.000Z,S17,A2,16.0
2077,PC4051X,2017-09-5,2017-09-5T14:40:24.000Z,YIH,BTC1,30.22
2079,PC3849T,2017-09-5,2017-09-5T14:40:25.000Z,University Health Centre,D2,6.65
2055,PC3995D,2017-09-5,2017-09-5T14:40:38.000Z,Kent Ridge Bus Terminal,B1,37.77
2054,PC3989Y,2017-09-5,2017-09-5T14:40:44.000Z,S17,D2,5.0
2079,PC3849T,2017-09-5,2017-09-5T14:40:46.000Z,Opp University Health Centre,D2,2.82
2050,PA33K,2017-09-5,2017-09-5T14:40:56.000Z,Opp HSSML,D1,8.0
2052,PC4032B,2017-09-5,2017-09-5T14:41:01.000Z,Opp Kent Ridge MRT,A2,13.85
2074,PC3880B,2017-09-5,2017-09-5T14:41:02.000Z,Opp University Health Centre,C,6.0
2050,PA33K,2017-09-5,2017-09-5T14:41:07.000Z,COM 2 (CP13),D1,2.0
2055,PC3995D,2017-09-5,2017-09-5T14:41:10.000Z,Central Library,B1,6.0
2077,PC4051X,2017-09-5,2017-09-5T14:41:12.000Z,Museum,BTC1,29.0
2033,PC3925G,2017-09-5,2017-09-5T14:41:14.000Z,Central Library,A1,8.85
2074,PC3880B,2017-09-5,2017-09-5T14:41:18.000Z,University Health Centre,C,4.0
2055,PC3995D,2017-09-5,2017-09-5T14:41:26.000Z,Computer Centre,B1,5.0
2050,PA33K,2017-09-5,2017-09-5T14:41:38.000Z,Opp NUSS,D1,1.2
2031,PC3785T,2017-09-5,2017-09-5T14:41:39.000Z,Prince George's Park Terminal,A2,11.0
2077,PC4051X,2017-09-5,2017-09-5T14:41:40.000Z,Central Library,BTC1,30.0
2054,PC3989Y,2017-09-5,2017-09-5T14:41:45.000Z,Kent Ridge MRT,D2,1.0
2027,PC3972U,2017-09-5,2017-09-5T14:41:56.000Z,Museum,D1,7.0
2074,PC3880B,2017-09-5,2017-09-5T14:41:56.000Z,UHall,C,6.0
2079,PC3849T,2017-09-5,2017-09-5T14:41:58.000Z,Museum,D2,0.0
2055,PC3995D,2017-09-5,2017-09-5T14:42:09.000Z,Opp YIH,B1,4.35
2027,PC3972U,2017-09-5,2017-09-5T14:42:14.000Z,YIH,D1,5.92
2067,PA9772B,2017-09-5,2017-09-5T14:42:14.000Z,Kent Ridge MRT,A1,0.9
2050,PA33K,2017-09-5,2017-09-5T14:42:15.000Z,AS7,D1,2.0
2074,PC3880B,2017-09-5,2017-09-5T14:42:15.000Z,Opp UHall,C,6.48
2031,PC3785T,2017-09-5,2017-09-5T14:42:16.000Z,PGP Hse No. 14 and 15,A2,11.0
2027,PC3972U,2017-09-5,2017-09-5T14:42:20.000Z,Opp YIH,D1,0.9
2054,PC3989Y,2017-09-5,2017-09-5T14:42:25.000Z,Opp Kent Ridge MRT,D2,0.0
2055,PC3995D,2017-09-5,2017-09-5T14:42:28.000Z,YIH,B1,0.0
2031,PC3785T,2017-09-5,2017-09-5T14:42:33.000Z,PGP Hse No. 12,A2,11.0
2032,PC3876P,2017-09-5,2017-09-5T14:42:42.000Z,Opp HSSML,B2,30.0
2074,PC3880B,2017-09-5,2017-09-5T14:42:50.000Z,LT29,C,7.0
2077,PC4051X,2017-09-5,2017-09-5T14:42:52.000Z,LT13,BTC1,30.0
2050,PA33K,2017-09-5,2017-09-5T14:42:57.000Z,Computer Centre,D1,2.0
2055,PC3995D,2017-09-5,2017-09-5T14:42:58.000Z,YIH,B1,3.0
2055,PC3995D,2017-09-5,2017-09-5T14:43:03.000Z,University Town,B1,0.13
2063,PC4068Z,2017-09-5,2017-09-5T14:43:03.000Z,Prince George's Park Terminal,D2,2.97
2027,PC3972U,2017-09-5,2017-09-5T14:43:16.000Z,Opp YIH,D1,5.0
2079,PC3849T,2017-09-5,2017-09-5T14:43:22.000Z,University Town,D2,0.0
2063,PC4068Z,2017-09-5,2017-09-5T14:43:27.000Z,PGPR,D2,1.62
2031,PC3785T,2017-09-5,2017-09-5T14:43:32.000Z,Opp HSSML,A2,10.53
2077,PC4051X,2017-09-5,2017-09-5T14:43:32.000Z,AS7,BTC1,30.28
2079,PC3849T,2017-09-5,2017-09-5T14:43:33.000Z,Museum,D2,2.45
2033,PC3925G,2017-09-5,2017-09-5T14:43:38.000Z,LT13,A1,9.0
2079,PC3849T,2017-09-5,2017-09-5T14:43:39.000Z,University Town,D2,0.0
2032,PC3876P,2017-09-5,2017-09-5T14:43:44.000Z,Opp NUSS,B2,30.62
2074,PC3880B,2017-09-5,2017-09-5T14:43:48.000Z,S17,C,9.0
2063,PC4068Z,2017-09-5,2017-09-5T14:43:52.000Z,Kent Ridge MRT,D2,0.0
2050,PA33K,2017-09-5,2017-09-5T14:44:08.000Z,Opp NUSS,D1,1.73
2027,PC3972U,2017-09-5,2017-09-5T14:44:10.000Z,Central Library,D1,2.0
2033,PC3925G,2017-09-5,2017-09-5T14:44:26.000Z,AS7,A1,2.0
2031,PC3785T,2017-09-5,2017-09-5T14:44:29.000Z,COM 2 (CP13),A2,1.27
2063,PC4068Z,2017-09-5,2017-09-5T14:44:32.000Z,Opp Kent Ridge MRT,D2,5.42
2050,PA33K,2017-09-5,2017-09-5T14:44:37.000Z,AS7,D1,0.0
2032,PC3876P,2017-09-5,2017-09-5T14:44:42.000Z,Ventus (Opp LT13),B2,28.87
2067,PA9772B,2017-09-5,2017-09-5T14:44:43.000Z,Kent Ridge MRT,A1,4.37
2027,PC3972U,2017-09-5,2017-09-5T14:44:51.000Z,Ventus (Opp LT13),D1,0.0
2077,PC4051X,2017-09-5,2017-09-5T14:44:54.000Z,BIZ2,BTC1,30.0
2031,PC3785T,2017-09-5,2017-09-5T14:44:59.000Z,Opp NUSS,A2,0.0
2050,PA33K,2017-09-5,2017-09-5T14:45:07.000Z,LT13,D1,11.72
2052,PC4032B,2017-09-5,2017-09-5T14:45:19.000Z,PGPR,A2,14.0
2050,PA33K,2017-09-5,2017-09-5T14:45:28.000Z,Ventus (Opp LT13),D1,10.27
2054,PC3989Y,2017-09-5,2017-09-5T14:45:28.000Z,PGPR,D2,7.62
2028,PA9442D,2017-09-5,2017-09-5T14:45:35.000Z,Kent Ridge Bus Terminal,C,9.9
2031,PC3785T,2017-09-5,2017-09-5T14:45:46.000Z,Opp NUSS,A2,1.0
2063,PC4068Z,2017-09-5,2017-09-5T14:45:49.000Z,Kent Ridge MRT,D2,3.92
2033,PC3925G,2017-09-5,2017-09-5T14:45:52.000Z,COM 2 (CP13),A1,1.0
2027,PC3972U,2017-09-5,2017-09-5T14:45:54.000Z,AS7,D1,1.92
2055,PC3995D,2017-09-5,2017-09-5T14:46:05.000Z,University Town,B1,35.0
2079,PC3849T,2017-09-5,2017-09-5T14:46:05.000Z,Museum,D2,5.0
2031,PC3785T,2017-09-5,2017-09-5T14:46:10.000Z,Computer Centre,A2,4.0
2031,PC3785T,2017-09-5,2017-09-5T14:46:14.000Z,COM 2 (CP13),A2,8.0
2079,PC3849T,2017-09-5,2017-09-5T14:46:14.000Z,University Town,D2,6.0
2055,PC3995D,2017-09-5,2017-09-5T14:46:17.000Z,YIH,B1,33.77
2027,PC3972U,2017-09-5,2017-09-5T14:46:20.000Z,Opp NUSS,D1,1.0
2054,PC3989Y,2017-09-5,2017-09-5T14:46:24.000Z,Prince George's Park Terminal,D2,7.0
2067,PA9772B,2017-09-5,2017-09-5T14:46:33.000Z,LT29,A1,6.32
2063,PC4068Z,2017-09-5,2017-09-5T14:46:45.000Z,S17,D2,8.58
2027,PC3972U,2017-09-5,2017-09-5T14:46:46.000Z,Computer Centre,D1,0.65
2027,PC3972U,2017-09-5,2017-09-5T14:46:50.000Z,COM 2 (CP13),D1,1.0
2050,PA33K,2017-09-5,2017-09-5T14:46:52.000Z,Central Library,D1,8.83
2032,PC3876P,2017-09-5,2017-09-5T14:47:04.000Z,Computer Centre,B2,29.0
2031,PC3785T,2017-09-5,2017-09-5T14:47:18.000Z,Opp NUSS,A2,8.62
2055,PC3995D,2017-09-5,2017-09-5T14:47:18.000Z,Opp YIH,B1,33.0
2077,PC4051X,2017-09-5,2017-09-5T14:47:18.000Z,PGPR,BTC1,30.8
2063,PC4068Z,2017-09-5,2017-09-5T14:47:20.000Z,LT29,D2,8.0
2074,PC3880B,2017-09-5,2017-09-5T14:47:22.000Z,Opp University Health Centre,C,3.68
2079,PC3849T,2017-09-5,2017-09-5T14:47:24.000Z,University Health Centre,D2,1.0
2050,PA33K,2017-09-5,2017-09-5T14:47:28.000Z,Computer Centre,D1,7.0
2078,PC3906L,2017-09-5,2017-09-5T14:47:29.000Z,Museum,BTC2,1.0
2055,PC3995D,2017-09-5,2017-09-5T14:47:33.000Z,Computer Centre,B1,31.8
2033,PC3925G,2017-09-5,2017-09-5T14:47:40.000Z,AS7,A1,6.0
2027,PC3972U,2017-09-5,2017-09-5T14:47:47.000Z,Opp NUSS,D1,10.0
2054,PC3989Y,2017-09-5,2017-09-5T14:47:49.000Z,Car Park 11 (BIZ),D2,7.83
2078,PC3906L,2017-09-5,2017-09-5T14:47:51.000Z,EA,BTC2,2.0
2055,PC3995D,2017-09-5,2017-09-5T14:47:57.000Z,Central Library,B1,30.68
2032,PC3876P,2017-09-5,2017-09-5T14:48:05.000Z,Opp YIH,B2,0.4
2079,PC3849T,2017-09-5,2017-09-5T14:48:06.000Z,UHall,D2,1.0
2028,PA9442D,2017-09-5,2017-09-5T14:48:13.000Z,Computer Centre,C,17.0
2027,PC3972U,2017-09-5,2017-09-5T14:48:14.000Z,AS7,D1,9.68
2033,PC3925G,2017-09-5,2017-09-5T14:48:18.000Z,COM 2 (CP13),A1,6.92
2079,PC3849T,2017-09-5,2017-09-5T14:48:22.000Z,Opp UHall,D2,8.0
2074,PC3880B,2017-09-5,2017-09-5T14:48:32.000Z,Opp YIH,C,0.48
2050,PA33K,2017-09-5,2017-09-5T14:48:34.000Z,Opp YIH,D1,0.0
2031,PC3785T,2017-09-5,2017-09-5T14:48:37.000Z,Ventus (Opp LT13),A2,10.23
2074,PC3880B,2017-09-5,2017-09-5T14:48:37.000Z,Museum,C,0.27
2067,PA9772B,2017-09-5,2017-09-5T14:48:45.000Z,UHall,A1,7.13
2078,PC3906L,2017-09-5,2017-09-5T14:48:46.000Z,Museum,BTC2,29.57
2074,PC3880B,2017-09-5,2017-09-5T14:48:49.000Z,Raffles Hall,C,0.82
2027,PC3972U,2017-09-5,2017-09-5T14:48:50.000Z,COM 2 (CP13),D1,10.0
2028,PA9442D,2017-09-5,2017-09-5T14:49:04.000Z,Museum,C,0.0
2028,PA9442D,2017-09-5,2017-09-5T14:49:05.000Z,Opp YIH,C,0.0
2032,PC3876P,2017-09-5,2017-09-5T14:49:05.000Z,Opp YIH,B2,3.0
2027,PC3972U,2017-09-5,2017-09-5T14:49:09.000Z,Opp HSSML,D1,10.83
2033,PC3925G,2017-09-5,2017-09-5T14:49:09.000Z,BIZ2,A1,9.0
2050,PA33K,2017-09-5,2017-09-5T14:49:10.000Z,YIH,D1,1.38
2063,PC4068Z,2017-09-5,2017-09-5T14:49:21.000Z,UHall,D2,7.9
2067,PA9772B,2017-09-5,2017-09-5T14:49:22.000Z,Opp University Health Centre,A1,6.0
2032,PC3876P,2017-09-5,2017-09-5T14:49:24.000Z,University Town,B2,0.0
2027,PC3972U,2017-09-5,2017-09-5T14:49:25.000Z,BIZ2,D1,12.7
2055,PC3995D,2017-09-5,2017-09-5T14:49:30.000Z,LT13,B1,38.2
2038,PC3940L,2017-09-5,2017-09-5T14:49:31.000Z,Prince George's Park Terminal,A1,7.83
2063,PC4068Z,2017-09-5,2017-09-5T14:49:33.000Z,University Health Centre,D2,6.0
2074,PC3880B,2017-09-5,2017-09-5T14:49:34.000Z,EA,C,9.87
2050,PA33K,2017-09-5,2017-09-5T14:49:38.000Z,Opp YIH,D1,1.0
2050,PA33K,2017-09-5,2017-09-5T14:49:44.000Z,Museum,D1,0.0
2028,PA9442D,2017-09-5,2017-09-5T14:49:53.000Z,Opp YIH,C,1.18
2055,PC3995D,2017-09-5,2017-09-5T14:49:53.000Z,AS7,B1,38.0
2028,PA9442D,2017-09-5,2017-09-5T14:49:59.000Z,Museum,C,0.0
2067,PA9772B,2017-09-5,2017-09-5T14:50:11.000Z,YIH,A1,6.62
2063,PC4068Z,2017-09-5,2017-09-5T14:50:12.000Z,Opp University Health Centre,D2,3.9
2050,PA33K,2017-09-5,2017-09-5T14:50:13.000Z,Museum,D1,0.4
2031,PC3785T,2017-09-5,2017-09-5T14:50:16.000Z,Computer Centre,A2,6.0
2078,PC3906L,2017-09-5,2017-09-5T14:50:20.000Z,EA,BTC2,28.0
2038,PC3940L,2017-09-5,2017-09-5T14:50:21.000Z,Kent Ridge MRT,A1,6.68
2028,PA9442D,2017-09-5,2017-09-5T14:50:22.000Z,Raffles Hall,C,9.0
2028,PA9442D,2017-09-5,2017-09-5T14:50:28.000Z,Museum,C,8.0
2033,PC3925G,2017-09-5,2017-09-5T14:50:30.000Z,PGP Hse No. 7,A1,9.9
2079,PC3849T,2017-09-5,2017-09-5T14:50:39.000Z,Kent Ridge MRT,D2,2.0
2050,PA33K,2017-09-5,2017-09-5T14:50:56.000Z,Opp YIH,D1,3.55
2050,PA33K,2017-09-5,2017-09-5T14:51:00.000Z,YIH,D1,3.0
2050,PA33K,2017-09-5,2017-09-5T14:51:06.000Z,University Town,D1,0.0
2028,PA9442D,2017-09-5,2017-09-5T14:51:09.000Z,Opp YIH,C,7.88
2055,PC3995D,2017-09-5,2017-09-5T14:51:11.000Z,BIZ2,B1,39.0
2079,PC3849T,2017-09-5,2017-09-5T14:51:13.000Z,Opp Kent Ridge MRT,D2,7.0
2031,PC3785T,2017-09-5,2017-09-5T14:51:15.000Z,Opp YIH,A2,1.0
2050,PA33K,2017-09-5,2017-09-5T14:51:19.000Z,Museum,D1,2.0
2050,PA33K,2017-09-5,2017-09-5T14:51:28.000Z,University Town,D1,0.0
2063,PC4068Z,2017-09-5,2017-09-5T14:51:30.000Z,Museum,D2,0.0
2078,PC3906L,2017-09-5,2017-09-5T14:51:35.000Z,Kent Ridge Bus Terminal,BTC2,31.0
2028,PA9442D,2017-09-5,2017-09-5T14:51:38.000Z,Opp University Health Centre,C,6.2
2067,PA9772B,2017-09-5,2017-09-5T14:51:46.000Z,Central Library,A1,5.95
2028,PA9442D,2017-09-5,2017-09-5T14:51:58.000Z,University Health Centre,C,4.52
2031,PC3785T,2017-09-5,2017-09-5T14:52:08.000Z,Museum,A2,0.0
2032,PC3876P,2017-09-5,2017-09-5T14:52:13.000Z,University Town,B2,27.0
2031,PC3785T,2017-09-5,2017-09-5T14:52:39.000Z,Museum,A2,11.0
2032,PC3876P,2017-09-5,2017-09-5T14:52:39.000Z,Opp YIH,B2,25.5
2063,PC4068Z,2017-09-5,2017-09-5T14:52:44.000Z,University Town,D2,0.15
2028,PA9442D,2017-09-5,2017-09-5T14:52:53.000Z,UHall,C,4.0
2063,PC4068Z,2017-09-5,2017-09-5T14:52:57.000Z,Museum,D2,2.0
2032,PC3876P,2017-09-5,2017-09-5T14:52:59.000Z,Raffles Hall,B2,29.0
2063,PC4068Z,2017-09-5,2017-09-5T14:53:05.000Z,University Town,D2,19.0
2028,PA9442D,2017-09-5,2017-09-5T14:53:09.000Z,Opp UHall,C,2.8
2031,PC3785T,2017-09-5,2017-09-5T14:53:14.000Z,Opp YIH,A2,9.95
2052,PC4032B,2017-09-5,2017-09-5T14:53:16.000Z,Prince George's Park Terminal,A2,16.7
2079,PC3849T,2017-09-5,2017-09-5T14:53:18.000Z,Kent Ridge MRT,D2,5.83
2050,PA33K,2017-09-5,2017-09-5T14:53:19.000Z,University Town,D1,0.15
2067,PA9772B,2017-09-5,2017-09-5T14:53:25.000Z,LT13,A1,6.0
2028,PA9442D,2017-09-5,2017-09-5T14:53:41.000Z,LT29,C,1.0
2032,PC3876P,2017-09-5,2017-09-5T14:53:42.000Z,EA,B2,29.0
2050,PA33K,2017-09-5,2017-09-5T14:53:53.000Z,Museum,D1,13.0
2052,PC4032B,2017-09-5,2017-09-5T14:53:59.000Z,PGP Hse No. 14 and 15,A2,17.0
2079,PC3849T,2017-09-5,2017-09-5T14:54:00.000Z,PGPR,D2,8.15
2050,PA33K,2017-09-5,2017-09-5T14:54:01.000Z,University Town,D1,14.0
2031,PC3785T,2017-09-5,2017-09-5T14:54:06.000Z,University Health Centre,A2,11.63
2050,PA33K,2017-09-5,2017-09-5T14:54:14.000Z,YIH,D1,12.0
2052,PC4032B,2017-09-5,2017-09-5T14:54:15.000Z,PGP Hse No. 12,A2,17.0
